Wall time,Step,Value
1669995818.354828,0,0.0
1669995831.987834,500,4.800000190734863
1669995843.804439,1000,4.900000095367432
1669995855.047286,1500,4.099999904632568
1669995866.403863,2000,5.0
1669995877.676126,2500,4.800000190734863
1669995888.828767,3000,4.5
1669995900.045696,3500,4.5
1669995911.391991,4000,4.0
1669995922.725075,4500,4.300000190734863
1669995933.816659,5000,4.800000190734863
1669995945.17436,5500,4.900000095367432
1669995956.127243,6000,4.800000190734863
1669995967.518944,6500,4.699999809265137
1669995978.874476,7000,5.0
1669995990.219372,7500,4.599999904632568
1669996001.302216,8000,4.599999904632568
1669996012.269527,8500,4.400000095367432
1669996023.34965,9000,4.400000095367432
1669996034.671406,9500,4.699999809265137
1669996045.848556,10000,4.900000095367432
1669996056.992282,10500,4.800000190734863
1669996068.059806,11000,4.5
1669996079.144183,11500,4.5
1669996090.486806,12000,5.099999904632568
1669996101.700684,12500,4.5
1669996112.948939,13000,4.699999809265137
1669996123.875538,13500,5.199999809265137
1669996135.077099,14000,5.0
1669996146.242932,14500,4.900000095367432
1669996157.551647,15000,4.400000095367432
1669996168.982069,15500,5.099999904632568
1669996180.444584,16000,4.5
1669996191.613243,16500,4.699999809265137
1669996202.754577,17000,4.900000095367432
1669996213.865974,17500,4.599999904632568
1669996225.258639,18000,4.800000190734863
1669996236.723202,18500,4.800000190734863
1669996248.020508,19000,4.400000095367432
1669996259.237428,19500,4.900000095367432
1669996270.389633,20000,4.5
1669996281.637351,20500,4.800000190734863
1669996292.867338,21000,4.099999904632568
1669996304.180368,21500,4.699999809265137
1669996315.378166,22000,3.799999952316284
1669996326.459922,22500,4.599999904632568
1669996337.685635,23000,4.900000095367432
1669996348.88491,23500,4.599999904632568
1669996360.02819,24000,4.900000095367432
1669996371.273239,24500,4.900000095367432
1669996382.438562,25000,4.5
1669996393.615337,25500,4.5
1669996404.699517,26000,4.800000190734863
1669996415.89407,26500,4.900000095367432
1669996427.010274,27000,3.799999952316284
1669996438.288956,27500,4.400000095367432
1669996449.565885,28000,4.5
1669996460.688519,28500,4.300000190734863
1669996471.734314,29000,4.900000095367432
1669996482.732544,29500,4.699999809265137
1669996493.900327,30000,4.5
1669996505.381041,30500,4.599999904632568
1669996516.448736,31000,4.699999809265137
1669996527.616143,31500,4.099999904632568
1669996538.70361,32000,5.099999904632568
1669996549.952154,32500,4.599999904632568
1669996560.920342,33000,4.599999904632568
1669996572.408342,33500,4.800000190734863
1669996583.54474,34000,4.800000190734863
1669996594.831873,34500,4.400000095367432
1669996606.185839,35000,4.199999809265137
1669996617.407505,35500,4.800000190734863
1669996628.734523,36000,4.599999904632568
1669996640.134736,36500,4.400000095367432
1669996651.359535,37000,4.699999809265137
1669996662.644556,37500,4.5
1669996673.784488,38000,5.0
1669996684.885142,38500,4.900000095367432
1669996696.336495,39000,4.300000190734863
1669996707.649279,39500,4.400000095367432
1669996718.887205,40000,4.599999904632568
1669996730.189553,40500,4.900000095367432
1669996741.441136,41000,5.400000095367432
1669996752.697631,41500,5.099999904632568
1669996764.033302,42000,4.699999809265137
1669996775.226462,42500,5.0
1669996786.452905,43000,5.0
1669996797.726611,43500,4.900000095367432
1669996808.92336,44000,4.5
1669996820.388341,44500,3.9000000953674316
1669996831.814169,45000,4.599999904632568
1669996842.918744,45500,4.5
1669996854.101317,46000,4.400000095367432
1669996865.429376,46500,4.300000190734863
1669996876.632317,47000,4.900000095367432
1669996887.845367,47500,4.800000190734863
1669996899.18904,48000,4.400000095367432
1669996910.457348,48500,4.699999809265137
1669996921.730649,49000,4.5
1669996932.861388,49500,4.699999809265137
